title,people,genre,release_date
10th & Wolf,"actor: Billy Gallo, actor: Brad Renfro, actor: Brian Dennehy, actor: Dash Mihok, actor: Dennis Hopper, actor: Giovanni Ribisi, actor: James Marsden, actor: John Capodice, actor: Ken Garito, actor: Leo Rossi, actor: Piper Perabo, actor: Tony Luke Jr., actor: Val Kilmer, director: Robert Moresco, writer: Allan Steele, writer: Robert Moresco","{'genres: Mystery', 'genres: Thriller', 'genres: Action', 'genres: Crime', 'genres: Drama'}",2006-02-19
Dear Wendy,"actor: Alison Pill, actor: Bill Pullman, actor: Chris Owen, actor: Danso Gordon, actor: Jamie Bell, actor: Mark Webber, actor: Michael Angarano, actor: Novella Nelson, composer: Benjamin Wallfisch, director: Anthony Dod Mantle, director: Thomas Vinterberg","{'genres: Crime', 'genres: Romance', 'genres: Drama', 'genres: Comedy'}",2005-01-22
Aloft,"actor: Carson Nattrass, actor: Cillian Murphy, actor: Jennifer Connelly, actor: Judy Cook, actor: Mélanie Laurent, actor: Nancy Drake, actor: Oona Chaplin, actor: Peter McRobbie, actor: William Shimell, actor: Winta McGrath, actor: Zen McGrath, director: Claudia Llosa, writer: Claudia Llosa",{'genres: Drama'},2014-02-12
Akira,"actor: Fukue Itô, actor: Hiroshi Ohtake, actor: Kazuhiro Kamifuji, actor: Kōichi Kitamura, actor: Mami Koyama, actor: Masaaki Ōkura, actor: Mitsuo Iwata, actor: Nozomu Sasaki, actor: Takeshi Kusao, actor: Tatsuhiko Nakamura, actor: Tesshou Genda, actor: Yuriko Fuchizaki, composer: Shoji Yamashiro, director: Katsuhiro Ōtomo, director: Katsuji Misawa","{'genres: Science Fiction', 'genres: Animation'}",1988-07-16
The Death and Life of Bobby Z,"actor: Adamo P. Cultraro, actor: Candace Elaine, actor: Carrie Fleshman, actor: Chuck Liddell, actor: Daniel N. Butler, actor: Dax Garner, actor: Gina-Raye Carter, actor: Jarrod Bunch, actor: Jason Flemyng, actor: Jason Lewis, actor: Joaquim de Almeida, actor: Keith Carradine, actor: Laurence Fishburne, actor: M.C. Gainey, actor: Michael Bowen, actor: Olivia Wilde, actor: Paul Diaz, actor: Paul Walker, actor: Rebekah Chaney, actor: Richard Bairos, actor: Rob Fleming, actor: Shirly Brener, actor: Troy Brenna, composer: Tim Jones, director: John Herzfeld","{'genres: Thriller', 'genres: Crime', 'genres: Action', 'genres: Drama'}",2007-07-23
The Rocket: The Legend of Rocket Richard,"actor: Michel Barrette, actor: Pascal Dupuis, actor: Paul Doucet, actor: Philip Craig, actor: Roy Dupuis, actor: Rémy Girard, actor: Sean Avery, actor: Tony Calabretta, director: Charles Binamé",{'genres: Drama'},2005-10-25
Swelter,"actor: Alfred Molina, actor: Brad Carter, actor: Catalina Sandino Moreno, actor: Freya Tingley, actor: Grant Bowler, actor: Jean-Claude Van Damme, actor: Josh Henderson, actor: Lennie James, director: Keith Parmer","{'genres: Thriller', 'genres: Action', 'genres: Drama'}",2014-04-20
My Lucky Star,"actor: Ada Choi, actor: Alfred Hsing, actor: Jack Kao Kuo-Hsin, actor: Leehom Wang, actor: Liu Hua, actor: Ma Wei-Jiang, actor: Morris Rong Xiang, actor: Ruby Lin, actor: Ryan Zheng Kai, actor: Singh Hartihan Bitto, actor: Terri Kwan, actor: Wang Baoqiang, actor: Wang Ji, actor: Yao Chen, actor: Zhang Jin, actor: Zhang Ziyi, composer: Nathan Wang, director: Dennie Gordon","{'genres: Romance', 'genres: Comedy'}",2013-09-17
Imagine Me & You,"actor: Angel Coulby, actor: Anthony Stewart Head, actor: Ben Miles, actor: Boo Jackson, actor: Celia Imrie, actor: Darren Boyd, actor: Eva Birthistle, actor: Lena Headey, actor: Matthew Goode, actor: Piper Perabo, actor: Rick Warden, actor: Ruth Sheen, actor: Sharon Horgan, actor: Sue Johnston, actor: Vinette Robinson, composer: Alex Heffes, director: Ben Davis, director: Dale Manning, director: Ol Parker","{'genres: Comedy', 'genres: Romance', 'genres: Drama'}",2005-02-01
Mr. Church,"actor: Britt Robertson, actor: Christian Madsen, actor: Eddie Murphy, actor: Lincoln Melcher, actor: Lucy Fry, actor: Madison Wolfe, actor: Mckenna Grace, actor: Natalie Coughlin, actor: Natascha McElhone, actor: Thom Barry, actor: Xavier Samuel, composer: Mark Isham, director: Bruce Beresford, director: Sharone Meir, writer: Susan McMartin",{'genres: Drama'},2016-09-16
Swimming Pool,"actor: Charles Dance, actor: Charlotte Rampling, actor: Emilie Gavois-Kahn, actor: Erarde Forestali, actor: Jean-Claude Lecas, actor: Jean-Marie Lamour, actor: Ludivine Sagnier, actor: Marc Fayolle, actor: Michel Fau, actor: Mireille Mossé, composer: Philippe Rombi, director: François Ozon, director: Yorick Le Saux","{'genres: Thriller', 'genres: Crime'}",2003-05-18
Green Street Hooligans: Underground,"actor: Allistair McNab, actor: Amed Hashimi, actor: Billy Cook, actor: Cengiz Dervis, actor: Christian Howard, actor: David Cheung, actor: Forbes KB, actor: George Russo, actor: Jack Doolan, actor: Joey Ansah, actor: John Dyer, actor: Kacey Clarke, actor: Leigh Holland, actor: Marcus Byron Keating, actor: Mark Wingett, actor: Matthew C. Martino, actor: Michael Walker, actor: Mike Fury, actor: Natalie Indya-West, actor: Roberta Taylor, actor: Scott Adkins, actor: Tarkan 'Rico' Enver, actor: Todd Von Joel, actor: Tony Crookes, director: James Nunn, director: Jonathan Iles, writer: Ronnie Thompson","{'genres: Action', 'genres: Drama'}",2013-01-01
The Blood of Heroes,"actor: Anna Katarina, actor: Casey Huang, actor: Cecilia Wong, actor: Delroy Lindo, actor: Gandhi MacIntyre, actor: Hugh Keays-Byrne, actor: Joan Chen, actor: John Doumtsis, actor: Justin Monjo, actor: Max Fairchild, actor: Quang Dinh, actor: Rutger Hauer, actor: Vincent D'Onofrio, composer: Todd Boekelheide, director: David Eggby, director: David Webb Peoples, writer: David Webb Peoples","{'genres: Science Fiction', 'genres: Adventure', 'genres: Action'}",1989-10-19
Code of Honor,"actor: Craig Sheffer, actor: Griff Furst, actor: Helena Mattsson, actor: James Russo, actor: Louis Mandylor, actor: Marc Winnick, actor: Michael Flynn, actor: Nathan Stevens, actor: R. D. Call, actor: Rafael Petardi, actor: Scott Takeda, actor: Steven Seagal, director: Anthony J. Rickert-Epstein, director: Michael Winnick, writer: Michael Winnick","{'genres: Thriller', 'genres: Crime', 'genres: Action'}",2016-05-06
Driving Miss Daisy,"actor: Alvin M. Sugarman, actor: Bob Hannah, actor: Carolyn Gold, actor: Clarice F. Geigerman, actor: Crystal R. Fox, actor: D. Taylor Loeb, actor: Dan Aykroyd, actor: Esther Rolle, actor: Jessica Tandy, actor: Joann Havrilla, actor: Morgan Freeman, actor: Muriel Moore, actor: Patti LuPone, actor: Ray McKinnon, actor: Sylvia Kaler, actor: William Hall Jr., composer: Hans Zimmer, director: Bruce Beresford, director: Katterli Frauenfelder, director: Peter James, director: Tim Donahue","{'genres: Drama', 'genres: Comedy'}",1989-12-13
Soul Food,"actor: Brandon Hammond, actor: Carl Wright, actor: Gina Ravera, actor: Irma P. Hall, actor: Jeffrey D. Sams, actor: John M. Watson Sr., actor: Marcia Wright, actor: Mekhi Phifer, actor: Mel Jackson, actor: Michael Beach, actor: Morgan Méchelle Smith, actor: Nia Long, actor: Vanessa Williams, actor: Vivica A. Fox, director: George Tillman, Jr., writer: George Tillman, Jr.","{'genres: Drama', 'genres: Comedy'}",1997-09-26
Rumble in the Bronx,"actor: Anita Mui, actor: Bill Tung, actor: Carrie Cain-Sparks, actor: Françoise Yip, actor: Garvin Cross, actor: Jackie Chan, actor: Kris Lord, actor: Marc Akerstream, actor: Morgan Lam, director: Stanley Tong, writer: Edward Tang, writer: Fibe Ma","{'genres: Thriller', 'genres: Crime', 'genres: Action', 'genres: Comedy'}",1995-01-30
Far from Men,"actor: Antoine Laurent, actor: Antoine Régent, actor: Djemel Barek, actor: Jean-Jérôme Esposito, actor: Nicolas Giraud, actor: Reda Kateb, actor: Sonia Amori, actor: Viggo Mortensen, actor: Vincent Martin, actor: Yann Goven, actor: Ángela Molina, director: David Oelhoffen, director: Guillaume Deffontaines","{'genres: War', 'genres: Drama'}",2014-08-30
Thank You for Smoking,"actor: Aaron Eckhart, actor: Aaron Lustig, actor: Adam Brody, actor: Aloma Wright, actor: Brian Palermo, actor: Bruce French, actor: Cameron Bright, actor: Catherine Reitman, actor: Christopher Buckley, actor: Connie Ray, actor: Courtney Taylor Burness, actor: Dana E. Glauberman, actor: Daniel Travis, actor: David Koechner, actor: David O. Sacks, actor: Dennis Miller, actor: Earl Billings, actor: Eva La Dare, actor: J.K. Simmons, actor: Jeff Witzke, actor: Joan Lunden, actor: Jordan Garrett, actor: Katie Holmes, actor: Kim Dickens, actor: Marc Scizak, actor: Maria Bello, actor: Marianne Muellerleile, actor: Mary Jo Smith, actor: Melora Hardin, actor: Michael Mantell, actor: Nancy O'Dell, actor: Rachel Thorp, actor: Renée Graham, actor: Richard Speight Jr., actor: Rob Lowe, actor: Robert Duvall, actor: Robert Malina, actor: Roy Jenkins, actor: Sam Elliott, actor: Sean Patrick Murphy, actor: Spencer Garrett, actor: Terry James, actor: Timothy Dowling, actor: Todd Louiso, actor: William H. Macy, composer: Rolfe Kent, director: James Whitaker, director: Jason Blumenfeld, director: Jason Reitman, director: Sonia Bhalla, director: Steven Samanen, director: Xanthus Valan","{'genres: Drama', 'genres: Comedy'}",2005-09-05
Hostel: Part II,"actor: Bijou Phillips, actor: Davide Dominici, actor: Edwige Fenech, actor: Heather Matarazzo, actor: Jay Hernandez, actor: Jordan Ladd, actor: Lauren German, actor: Liliya Malkina, actor: Luc Merenda, actor: Milan Kňažko, actor: Monika Malacova, actor: Petr Vančura, actor: Richard Burgi, actor: Roger Bart, actor: Roman Janecka, actor: Ruggero Deodato, actor: Stanislav Yanevski, actor: Susanna Bequer, actor: Vera Jordanova, actor: Zuzana Geislerová, composer: Nathan Barr, director: Eli Roth, director: Milan Chadima, writer: Eli Roth",{'genres: Horror'},2007-06-08
An Education,"actor: Alfred Molina, actor: Amanda Fairbank-Hynes, actor: Arne Somogyi, actor: Ashley Taylor-Rhys, actor: Bel Parker, actor: Ben Castle, actor: Beth Rowley, actor: Bryony Wadsworth, actor: Cara Seymour, actor: Carey Mulligan, actor: Connor Catchpole, actor: Dominic Cooper, actor: Ellie Kendrick, actor: Emma Thompson, actor: James Norton, actor: Kate Duchêne, actor: Luis Soto, actor: Mark Edwards, actor: Matthew Beard, actor: Nick Sampson, actor: Olenka Wrzesniewski, actor: Olivia Williams, actor: Paul Pilot, actor: Peter Sarsgaard, actor: Phil Wilkinson, actor: Rosamund Pike, actor: Sally Hawkins, actor: Tom Rees-Roberts, actor: William Melling, director: John de Borman, director: Lone Scherfig","{'genres: Romance', 'genres: Drama'}",2009-10-29
Shopgirl,"actor: Bridgette Wilson, actor: Claire Danes, actor: Clyde Kusatsu, actor: Frances Conroy, actor: Gina Doctor, actor: Jason Schwartzman, actor: Rachel Nichols, actor: Rebecca Pidgeon, actor: Sam Bottoms, actor: Samantha Shelton, actor: Steve Martin, composer: Barrington Pheloung, director: Anand Tucker, director: Peter Suschitzky","{'genres: Romance', 'genres: Drama', 'genres: Comedy'}",2005-10-21
The Hotel New Hampshire,"actor: Beau Bridges, actor: Fred Döderlein, actor: Jodie Foster, actor: Joely Richardson, actor: Nastassja Kinski, actor: Paul McCrane, actor: Rob Lowe, actor: Seth Green, actor: Wallace Shawn, director: David Watkin, director: Tony Richardson","{'genres: Drama', 'genres: Comedy'}",1984-03-09
Narc,"actor: Alan C. Peterson, actor: Alan van Sprang, actor: Anne Openshaw, actor: Bishop Brigante, actor: Busta Rhymes, actor: Chi McBride, actor: Jason Patric, actor: John Ortiz, actor: Krista Bridges, actor: Lina Giornofelice, actor: Lloyd Adams, actor: Ray Liotta, composer: Cliff Martinez, director: Alex Nepomniaschy, director: Joe Carnahan","{'genres: Thriller', 'genres: Crime', 'genres: Action', 'genres: Drama'}",2002-01-14
Men with Brooms,"actor: Barbara Gordon, actor: Connor Price, actor: Hannah Gross, actor: James Allodi, actor: Jed Rees, actor: Kari Matchett, actor: Leslie Nielsen, actor: Michelle Nolden, actor: Molly Parker, actor: Paul Gross, actor: Peter Outerbridge, actor: Polly Shannon, director: Paul Gross",{'genres: Comedy'},2002-09-20
Witless Protection,"actor: Eric Roberts, actor: Ivana Miličević, actor: Jenny McCarthy, actor: Joe Mantegna, actor: Kurt Naebig, actor: Larry the Cable Guy, actor: Peter Stormare, actor: Yaphet Kotto, director: Charles Robert Carner","{'genres: Crime', 'genres: Adventure', 'genres: Action', 'genres: Comedy'}",2008-02-22
The Work and the Glory,"actor: Alexander Carroll, actor: Brenda Strong, actor: Colin Ford, actor: Edward Albert, actor: Eric Johnson, actor: Sam Hennings, actor: Tiffany Dupont, director: Russell Holt","{'genres: Romance', 'genres: Drama'}",2004-11-24
Extract,"actor: Ben Affleck, actor: Beth Grant, actor: Brent Briscoe, actor: Briston Meeney, actor: Christopher Rocha, actor: Clifton Collins Jr, actor: David Koechner, actor: Dustin Milligan, actor: Gary Cole, actor: Gene Simmons, actor: Hal Sparks, actor: J.K. Simmons, actor: Jason Bateman, actor: Javier Gutiérrez, actor: Jenny O'Hara, actor: Kristen Wiig, actor: Lamberto Gutierrez, actor: Lidia Porto, actor: Marilyn Monrovia, actor: Matt Schulze, actor: Mike Judge, actor: Mila Kunis, actor: Nick Thune, actor: T.J. Miller, actor: Tom Virtue, director: Mike Judge, director: Tim Suhrstedt",{'genres: Comedy'},2009-09-03
Masked and Anonymous,"actor: Angela Bassett, actor: Bob Dylan, actor: Bruce Dern, actor: Cheech Marin, actor: Chris Penn, actor: Christian Slater, actor: Ed Harris, actor: Fred Ward, actor: Giovanni Ribisi, actor: Jeff Bridges, actor: Jessica Lange, actor: John Goodman, actor: Luke Wilson, actor: Michael Paul Chan, actor: Mickey Rourke, actor: Penélope Cruz, actor: Richard C. Sarafian, actor: Robert Wisdom, actor: Steven Bauer, actor: Susan Tyrrell, actor: Val Kilmer, director: Larry Charles, director: Rogier Stoffers, writer: Bob Dylan, writer: Larry Charles","{'genres: Music', 'genres: Drama'}",2003-08-08
Betty Fisher and Other Stories,"actor: Alexis Chatrian, actor: Annie Mercier, actor: Arthur Setbon, actor: Béatrice Agenin, actor: Consuelo De Haviland, actor: Edouard Baer, actor: François Roy, actor: Luck Mervil, actor: Mathilde Seigner, actor: Michaël Abiteboul, actor: Nicole Garcia, actor: Pascal Bonitzer, actor: Roschdy Zem, actor: Sandrine Kiberlain, actor: Stéphane Freiss, actor: Virginie Emane, actor: Yves Jacques, actor: Yves Verhoeven, director: Christophe Pollock, director: Claude Miller","{'genres: Thriller', 'genres: Crime', 'genres: Foreign', 'genres: Drama'}",2001-09-01
Code 46,"actor: Archie Panjabi, actor: Benedict Wong, actor: Bruno Lastra, actor: Christopher Simpson, actor: Emil Marwa, actor: Essie Davis, actor: Jeanne Balibar, actor: Jonathan Ibbotson, actor: Mick Jones, actor: Nabil Elouahabi, actor: Natalie Mendoza, actor: Nina Fog, actor: Nina Sosanya, actor: Nina Wadia, actor: Om Puri, actor: Samantha Morton, actor: Sarah Backhouse, actor: Shelley King, actor: Tim Robbins, actor: Togo Igawa, composer: David Holmes, composer: Stephen Hilton, director: Alwin H. Kuchler, director: Marcel Zyskind, director: Michael Winterbottom","{'genres: Thriller', 'genres: Science Fiction', 'genres: Romance', 'genres: Drama'}",2003-09-02
Outside Bet,"actor: Adam Deacon, actor: Bob Hoskins, actor: Brian Croucher, actor: Calum MacNab, actor: Dudley Sutton, actor: Emily Atack, actor: Jason Maza, actor: Jenny Agutter, actor: Joe Sims, actor: Johnny Palmiero, actor: Kate Magowan, actor: Linal Haft, actor: Linda Robson, actor: Lucy Drive, actor: Mark Harris, actor: Montserrat Lombard, actor: Nick Donald, actor: Perry Benson, actor: Phil Davis, actor: Rebecca Ferdinando, actor: Richard Blackwood, actor: Rita Tushingham, actor: Rupert Holliday-Evans, actor: Terry Stone, actor: Tom Davis, actor: Vincent Regan, director: Sacha Bennett, writer: Nigel Smith",{'genres: Comedy'},2012-04-27
Albert Nobbs,"actor: Aaron Taylor-Johnson, actor: Annie Starke, actor: Antonia Campbell-Hughes, actor: Brendan Gleeson, actor: Bronagh Gallagher, actor: Glenn Close, actor: James Greene, actor: Janet McTeer, actor: Jonathan Rhys Meyers, actor: Maria Doyle Kennedy, actor: Mark Williams, actor: Mia Wasikowska, actor: Michael McElhatton, actor: Pauline Collins, actor: Phyllida Law, actor: Serena Brabazon, director: Rodrigo García",{'genres: Drama'},2011-12-21
Black November,"actor: Akon, actor: Anne Heche, actor: Asenshion Amun, actor: Awuese Awunde, actor: Christina Alex, actor: Fred Amata, actor: Ibrahim Aba-Gana, actor: Ivar Brogger, actor: Jay M. Brooks, actor: Jenifer Brougham, actor: Kim Basinger, actor: Mbong Amata, actor: Mickey Rourke, actor: Nathin Butler, actor: Razaaq Adoti, actor: Robert Ballentine, actor: Sarah Wayne Callies, actor: Vivica A. Fox, actor: Wyclef Jean, actor: Zack Amata, director: Jeta Amata, writer: Jeta Amata","{'genres: Crime', 'genres: Action', 'genres: Drama'}",2012-12-07
Ta Ra Rum Pum,"actor: Angelina Idnani, actor: Bharat Dabholkar, actor: Dolly Bindra, actor: Jaaved Jaaferi, actor: Kal Parekh, actor: Master Ali Haji, actor: Rani Mukerji, actor: Saif Ali Khan, actor: Shruti Seth, actor: Victor Banerjee, director: Siddharth Anand","{'genres: Family', 'genres: Romance', 'genres: Comedy'}",2007-04-27
Persepolis,"actor: Arié Elmaleh, actor: Catherine Deneuve, actor: Chiara Mastroianni, actor: Danielle Darrieux, actor: François Jerosme, actor: Gabrielle Lopes Benites, actor: Mathias Mlekuz, actor: Sean Penn, actor: Simon Abkarian, actor: Sophie Arthuys, actor: Tilly Mandelbrot, composer: Olivier Bernet, director: Marjane Satrapi, director: Vincent Paronnaud","{'genres: Animation', 'genres: Drama'}",2007-05-23
The Hole,"actor: Ali Cobrin, actor: Bruce Dern, actor: Chord Overstreet, actor: Chris Massoglia, actor: Dick Miller, actor: Douglas Chapman, actor: Haley Bennett, actor: John DeSantis, actor: Mark Pawson, actor: Nathan Gamble, actor: Peter Shinkoda, actor: Quinn Lord, actor: Teri Polo, director: Doris Deutschmann, director: Joe Dante, director: Theo van de Sande, writer: Mark L. Smith","{'genres: Thriller', 'genres: Fantasy', 'genres: Adventure'}",2009-09-09
The Wave,"actor: Alexander Held, actor: Amelie Kiefer, actor: Christiane Paul, actor: Cristina do Rego, actor: Dennis Gansel, actor: Elyas M’Barek, actor: Fabian Preger, actor: Ferdinand Schmidt-Modrow, actor: Frederick Lau, actor: Friederike Wagner, actor: Hubert Mulzer, actor: Jacob Matschenz, actor: Jaime Krsto Ferkic, actor: Jennifer Ulrich, actor: Johanna Gastdorf, actor: Joseph M'Barek, actor: Jürgen Vogel, actor: Karoline Teska, actor: Lennard Bertzbach, actor: Lucas Hardt, actor: Marco Bretscher-Coschignano, actor: Maren Kroymann, actor: Max Mauff, actor: Max Riemelt, actor: Maximilian Vollmar, actor: Odine Johne, actor: Teresa Harder, actor: Thomas Sarbacher, actor: Tim Oliver Schultz, actor: Tino Mewes, actor: Tommy Schwimmer, composer: Heiko Maile, director: Dennis Gansel, director: Torsten Breuer","{'genres: Thriller', 'genres: Drama'}",2008-03-11
The Neon Demon,"actor: Abbey Lee, actor: Alessandro Nivola, actor: Bella Heathcote, actor: Charles Baker, actor: Christina Hendricks, actor: Cody Renee Cameron, actor: Desmond Harrington, actor: Elle Fanning, actor: Jamie Clayton, actor: Jena Malone, actor: Karl Glusman, actor: Keanu Reeves, actor: Rebecca Dayan, actor: Stacey Danger, actor: Taylor Marie Hill, actor: Vanessa Martinez, composer: Cliff Martinez, director: Natasha Braier, director: Nicolas Winding Refn","{'genres: Thriller', 'genres: Horror'}",2016-06-08
Harry Brown,"actor: Amanda Foster, actor: Andy Pilgrim, actor: Andy Wareham, actor: Belinda McGinley, actor: Ben Drew, actor: Charlie Creed-Miles, actor: Chris Pollard, actor: Claire Hackett, actor: David Bradley, actor: Emily Mortimer, actor: Forbes KB, actor: Grace Vallorani, actor: Iain Glen, actor: Ian Pead, actor: Ian van Temperley, actor: Jack O'Connell, actor: Jamie Downey, actor: Joseph Gilgun, actor: Klariza Clayton, actor: Lee Oakes, actor: Liam Cunningham, actor: Liz Daniels, actor: Marva Alexander, actor: Marvin Campbell, actor: Mens-Sana Tamakloe, actor: Michael Caine, actor: Michelle Tate, actor: Orla O'Rourke, actor: Pete Ford, actor: Radoslaw Kaim, actor: Raza Jaffrey, actor: Roy Taylor, actor: Sean Harris, actor: Sian Milne, cinematographer: Denzil Armour-Brown, cinematographer: Thomas Townend, composer: Martin Phipps, composer: Ruth Barrett, director: Daniel Barber, director: Martin Ruhe","{'genres: Thriller', 'genres: Crime', 'genres: Action', 'genres: Drama'}",2009-11-11
The Omega Code,"actor: Casper Van Dien, actor: Catherine Oxenberg, actor: Jan Tříska, actor: Michael Ironside, actor: Michael York, composer: Harry Manfredini, director: Robert Marcarelli, writer: Hollis Barton, writer: Stephan Blinn","{'genres: Horror', 'genres: Thriller'}",1999-10-15
Juno,"actor: Allison Janney, actor: Aman Johal, actor: Ashley Whillans, actor: Cameron Bright, actor: Candice King, actor: Colin McSween, actor: Cut Chemist, actor: Daniel Clark, actor: Darla Fay, actor: Eileen Pedde, actor: Ellen Page, actor: Emily Perkins, actor: Emily Tennant, actor: Eve Harlow, actor: J.K. Simmons, actor: Jason Bateman, actor: Jeff Witzke, actor: Jennifer Garner, actor: Joy Galmut, actor: Kaaren de Zilva, actor: Kirsten Alter, actor: Michael Cera, actor: Olivia Thirlby, actor: Peggy Logan, actor: Rainn Wilson, actor: Robyn Ross, actor: Sierra Pitkin, actor: Steven Christopher Parker, actor: Valerie Tian, actor: Wendy Russell, composer: Mateo Messina, director: Eric Steelberg, director: Jason Blumenfeld, director: Jason Reitman","{'genres: Romance', 'genres: Drama', 'genres: Comedy'}",2007-12-05
Pound of Flesh,"actor: Aki Aleong, actor: Andrew Ng, actor: Charlotte Peters, actor: Darren Shahlavi, actor: Jason Tobin, actor: Jean-Claude Van Damme, actor: John Ralston, actor: Mike Leeder, director: Cliff Hokanson, director: Ernie Barbarash, writer: Joshua James",{'genres: Action'},2015-05-07
Diamonds Are Forever,"actor: Bernard Lee, actor: Bruce Cabot, actor: Bruce Glover, actor: Charles Gray, actor: David Bauer, actor: David de Keyser, actor: Desmond Llewelyn, actor: Jill St. John, actor: Jimmy Dean, actor: Joseph Furst, actor: Lana Wood, actor: Laurence Naismith, actor: Leonard Barr, actor: Lois Maxwell, actor: Lola Larson, actor: Marc Lawrence, actor: Margaret Lacey, actor: Normann Burton, actor: Putter Smith, actor: Sean Connery, actor: Sid Haig, actor: Trina Parks, actor: Valerie Perrine, composer: John Barry, composer: Monty Norman, director: Guy Hamilton, director: Ted Moore","{'genres: Thriller', 'genres: Action', 'genres: Adventure'}",1971-12-13
The Godfather,"actor: Abe Vigoda, actor: Al Lettieri, actor: Al Martino, actor: Al Pacino, actor: Alex Rocco, actor: Angelo Infanti, actor: Carmine Coppola, actor: Conrad Yama, actor: Corrado Gaipa, actor: Diane Keaton, actor: Don Costello, actor: Filomena Spagnuolo, actor: Franco Citti, actor: Frank Sivero, actor: Gabriele Torrei, actor: Gianni Russo, actor: Gray Frederickson, actor: James Caan, actor: Joe Lo Grippo, actor: Joe Spinell, actor: John Cazale, actor: John Marley, actor: John Martino, actor: Joseph Medaglia, actor: Julie Gregg, actor: Lenny Montana, actor: Lou Martini Jr., actor: Louis Guss, actor: Marlon Brando, actor: Max Brandt, actor: Morgana King, actor: Nick Vallelonga, actor: Randy Jurgensen, actor: Raymond Martino, actor: Richard Bright, actor: Richard Conte, actor: Richard S. Castellano, actor: Rick Petrucelli, actor: Robert Dahdah, actor: Robert Duvall, actor: Roman Coppola, actor: Ron Gilbert, actor: Rudy Bond, actor: Sal Richards, actor: Salvatore Corsitto, actor: Saro Urzì, actor: Simonetta Stefanelli, actor: Sofia Coppola, actor: Sonny Grosso, actor: Sterling Hayden, actor: Talia Shire, actor: Tere Livrano, actor: Tom Rosqui, actor: Tony Giorgio, actor: Tony King, actor: Tony Lip, actor: Victor Rendina, actor: Vito Scotti, composer: Nino Rota, director: Francis Ford Coppola, director: Fred T. Gallo, director: Gordon Willis, director: Stephen F. Kesten, director: Tony Brandt","{'genres: Crime', 'genres: Drama'}",1972-03-14
Flashdance,"actor: Ann Muffly, actor: Belinda Bauer, actor: Cynthia Rhodes, actor: Debra Gordon, actor: Don Brockett, actor: Durga McBroom, actor: Frank Pesce, actor: Jennifer Beals, actor: Kyle T. Heffner, actor: Lee Ving, actor: Lilia Skala, actor: Liz Sagal, actor: Lucy Lee Flippin, actor: Malcolm Danare, actor: Marc Lemberger, actor: Matt Landers, actor: Michael Nouri, actor: Micole Mercurio, actor: Philip Bruns, actor: Robert Wuhl, actor: Ron Karabatsos, actor: Stacey Pickren, actor: Steve Price, actor: Sunny Johnson, actor: Tony De Santis, actor: Wayne Frost, composer: Giorgio Moroder, director: Adrian Lyne, director: Donald Peterman","{'genres: Romance', 'genres: Music', 'genres: Drama'}",1983-04-14
(500) Days of Summer,"actor: Alejandro Estornel, actor: Charles Walker, actor: Chloë Grace Moretz, actor: Clark Gregg, actor: Darryl Alan Reed, actor: Darryl Sivad, actor: Geoffrey Arend, actor: Gregory Thompson, actor: Ian Reed Kesler, actor: Joseph Gordon-Levitt, actor: Maile Flanagan, actor: Matthew Gray Gubler, actor: Minka Kelly, actor: Nadine Ellis, actor: Natalie Boren, actor: Nicole Vicius, actor: Patricia Belcher, actor: Rachel Boston, actor: Rebecca Lin, actor: Sybil Azur, actor: Valente Rodriguez, actor: Yvette Nicole Brown, actor: Zooey Deschanel, composer: Mychael Danna, composer: Rob Simonsen, director: Eric Steelberg, director: Marc Webb","{'genres: Romance', 'genres: Drama', 'genres: Comedy'}",2009-07-17
The Piano,"actor: Anna Paquin, actor: Bruce Allpress, actor: Cliff Curtis, actor: Genevieve Lemon, actor: Harvey Keitel, actor: Holly Hunter, actor: Ian Mune, actor: Jon Sperry, actor: Kerry Walker, actor: Neil Gudsell, actor: Pete Smith, actor: Rose McIver, actor: Sam Neill, actor: Te Whatanui Skipwith, actor: Tungia Baker, composer: Michael Nyman, director: Jane Campion, director: Stuart Dryburgh","{'genres: Romance', 'genres: Drama'}",1993-05-19
